## Extracted pulses
# string om time[ns] charge[pe]
38 57 17349.436984628588 0.9238131046295166
38 57 17843.186984628588 1.1111475229263306
38 58 15747.69064099891 0.9104391932487488
38 58 16085.895304593449 0.3188612759113312
38 58 16514.996306509867 0.9985508322715759
38 58 16833.746306509867 1.1373897790908813
38 58 17508.746306509867 0.9821208715438843
38 60 15616.944469128017 1.382251501083374
38 60 16362.14223152537 0.6346207857131958
38 60 16924.64223152537 0.9931877255439758
38 60 18230.89223152537 0.7769474387168884
39 42 16025.117956995206 0.4648745059967041
39 42 16090.974511152843 1.237932801246643
39 42 16134.32312907939 1.1444133520126343
39 43 16092.215593131228 1.0572069883346558
39 43 16270.525965127817 1.2238849401474
39 44 17843.391737291742 1.0954210758209229
39 45 15587.448756924732 1.0494599342346191
39 45 16562.33967965551 0.8913025856018066
39 45 17156.08967965551 0.9872482419013977
39 45 17206.08967965551 1.9619669914245605
39 45 17287.33967965551 1.9400241374969482
39 45 18218.58967965551 1.1264116764068604
39 46 15406.836455461322 0.7350367903709412
39 46 15543.55623995178 1.2299458980560303
39 46 15565.23132773687 0.15314216911792755
39 46 15822.225353642072 2.854909658432007
39 46 15997.225353642072 1.058733344078064
39 46 16109.725353642072 1.1149280071258545
39 46 16440.975353642072 1.672439694404602
39 46 17240.975353642072 1.0366674661636353
39 46 18147.225353642072 1.547760248184204
39 47 15716.427783263869 0.8283140063285828
39 47 15828.085509282626 1.0790988206863403
39 47 15885.580905516164 1.235663652420044
39 47 18004.0672884058 0.7450125217437744
39 48 16017.386568256787 0.5729935169219971
39 48 16048.20937724134 0.9921928644180298
39 48 16827.698011885193 1.963783860206604
39 48 17052.698011885193 2.4324662685394287
39 48 17727.698011885193 0.6440950036048889
39 49 15400.300824505697 0.8923959732055664
39 49 15438.623882568803 0.5793439745903015
39 49 15685.224430105127 0.9338855147361755
39 49 15713.55016867351 0.16495323181152344
39 49 15730.212367831382 0.7561194896697998
39 49 16033.971945360976 1.5050969123840332
39 49 16271.471945360976 3.055482864379883
39 49 16383.971945360976 1.1276041269302368
39 49 16496.471945360976 1.141245722770691
39 49 16902.721945360976 0.793197512626648
39 49 17202.721945360976 0.7530330419540405
39 49 17327.721945360976 2.528960943222046
39 49 17796.471945360976 0.8981677889823914
39 50 15600.738315184031 1.5592278242111206
39 50 15632.405317551094 1.539630651473999
39 50 15647.405476567072 0.1355385035276413
39 50 15689.905927112268 0.1998860090970993
39 50 15759.906669186776 0.13649345934391022
39 50 15884.907994319827 0.28419971466064453
39 50 16147.48104647145 1.019639015197754
39 50 16241.23104647145 1.9636237621307373
39 50 17322.48104647145 0.8263071775436401
39 50 18203.73104647145 0.6443606615066528
39 51 15655.306934904189 1.2836530208587646
39 51 15756.139062091279 0.6386734247207642
39 51 15821.138284575522 1.0042051076889038
39 51 15876.137626677571 0.8629482984542847
39 51 15892.804093981229 1.4298465251922607
39 51 16036.135712792624 1.0603591203689575
39 51 16234.87650182276 1.0149461030960083
39 51 16697.37650182276 0.607405960559845
39 52 15168.942497659762 1.1838557720184326
39 52 15289.771505521958 0.6054117679595947
39 52 15750.488553691152 3.4909510612487793
39 52 15837.988553691152 1.4481443166732788
39 52 16044.238553691152 0.8808070421218872
39 52 16131.738553691152 1.6973432302474976
39 52 16475.488553691153 1.3094408512115479
39 52 16562.988553691153 0.8503709435462952
39 52 16625.488553691153 1.2351011037826538
39 52 16737.988553691153 1.1818442344665527
39 52 17137.988553691153 1.2111667394638062
39 52 24157.935799237363 0.16338825225830078
39 52 24181.269594548205 0.7562323212623596
39 52 24362.939858039874 1.2419644594192505
39 53 15323.355729127703 1.299700379371643
39 53 15487.47978867546 0.6198680400848389
39 53 15594.118771528823 1.0172719955444336
39 53 15784.686482376763 1.2502188682556152
39 53 16422.18648237676 1.0017765760421753
39 53 17922.18648237676 0.6395087838172913
39 53 18934.68648237676 0.8138775825500488
39 53 24008.928808522953 1.0342692136764526
39 53 24740.67348838539 1.0063512325286865
39 53 26546.92348838539 1.2673536539077759
39 54 15571.457690678722 0.9500424861907959
39 54 15757.316585297594 0.8875859975814819
39 54 15848.162412712201 0.9853244423866272
39 54 15920.67238505229 0.8697991371154785
39 54 15954.010303369589 0.3715188205242157
39 54 16089.857720746622 0.7984408140182495
39 54 17039.857720746622 1.197039008140564
39 54 17252.357720746622 1.00564444065094
39 54 17383.607720746622 1.6631990671157837
39 54 17583.607720746622 1.1198232173919678
39 54 18239.857720746622 0.8335475921630859
39 55 15416.247507034223 0.7979947328567505
39 55 15446.23464970948 0.35834625363349915
39 55 15620.32667246323 0.546116292476654
39 55 15673.637148330403 0.15527032315731049
39 55 15734.444409866388 1.8155605792999268
39 55 16191.680272136422 1.0831003189086914
39 55 16397.930272136422 1.2646645307540894
39 55 16497.930272136422 1.3840755224227905
39 55 16772.930272136422 0.9057892560958862
39 55 17160.430272136422 0.8246548175811768
39 55 23368.06086838106 0.8861944079399109
39 55 24128.48031214306 7.380502223968506
39 56 15501.960756609084 0.2792498469352722
39 56 15569.454015458165 1.1237138509750366
39 56 15663.611277803175 0.7020915150642395
39 56 15685.275780643628 0.22311639785766602
39 56 15691.941781517613 1.7408320903778076
39 56 15706.107033374832 0.8361426591873169
39 56 15728.604786324533 0.11866739392280579
39 56 15847.759551946956 0.7853444814682007
39 56 15885.255806863113 1.1411055326461792
39 56 15900.25430882958 0.47895970940589905
39 56 15990.556249014047 0.8775954842567444
39 56 16059.306249014047 2.110902786254883
39 56 16196.806249014047 1.278051495552063
39 56 16259.306249014047 2.393127202987671
39 56 16321.806249014047 1.3362176418304443
39 56 17053.056249014047 0.7319883704185486
39 56 17340.556249014047 0.9729734659194946
39 56 25053.37311133581 0.7820798754692078
39 57 15235.721505035719 1.2719945907592773
39 57 15548.971577595723 0.50393146276474
39 57 15618.95297678466 1.608162760734558
39 57 15632.282767106362 0.9028845429420471
39 57 15788.993419289482 2.6234731674194336
39 57 16145.243419289482 0.7294063568115234
39 57 16207.743419289482 1.5509746074676514
39 57 16276.493419289482 1.1293015480041504
39 57 16626.49341928948 0.8907512426376343
39 57 16707.74341928948 1.0494513511657715
39 57 16951.49341928948 0.8588743805885315
39 57 18701.49341928948 1.2339977025985718
39 57 19601.49341928948 0.6619094610214233
39 57 20957.74341928948 1.0967743396759033
39 58 15148.89684061858 0.5794111490249634
39 58 15274.743618503313 1.0885182619094849
39 58 15336.416873890537 0.9859481453895569
39 58 15348.918209441988 1.4649065732955933
39 58 15358.91927788315 0.4795945882797241
39 58 15418.0922661601 1.2597365379333496
39 58 15444.761782003196 1.1310181617736816
39 58 15518.936372941911 0.2291616052389145
39 58 15563.839842481544 3.463993549346924
39 58 15757.589842481544 0.99347984790802
39 58 15813.839842481544 3.1604466438293457
39 58 15913.839842481544 2.2730937004089355
39 58 15988.839842481544 0.863401472568512
39 58 16082.589842481544 2.3788046836853027
39 58 16195.089842481544 0.6450188159942627
39 58 16263.839842481544 3.042201280593872
39 58 16407.589842481546 2.445920467376709
39 58 16538.839842481546 1.4439103603363037
39 58 16788.839842481546 0.7858039736747742
39 58 18201.339842481546 4.34469747543335
39 58 19845.089842481546 8.971769332885742
39 59 15279.999545071407 0.5435570478439331
39 59 15412.51732943734 1.3712514638900757
39 59 15534.200326402288 0.5544964075088501
39 59 15555.03645601957 0.40522682666778564
39 59 15565.871243420557 0.1402270495891571
39 59 15721.226343591225 0.7067944407463074
39 59 15777.476343591225 2.646575450897217
39 59 15852.476343591225 0.8673473000526428
39 59 15914.976343591225 1.5726661682128906
39 59 16152.476343591225 1.0783902406692505
39 59 16302.476343591225 2.706467866897583
39 59 16483.726343591225 1.8678629398345947
39 59 16627.476343591225 0.6903295516967773
39 59 16964.976343591225 0.8003460764884949
39 59 17039.976343591225 1.2568069696426392
39 60 15197.701625583755 1.4535249471664429
39 60 15296.005934525472 1.0982885360717773
39 60 15464.289582035868 0.9617536067962646
39 60 15568.425502524979 1.0110865831375122
39 60 15634.658409824542 3.150059223175049
39 60 15715.908409824542 0.7584803104400635
39 60 15784.658409824542 1.0215067863464355
39 60 15828.408409824542 3.3235201835632324
39 60 15890.908409824542 1.262880563735962
39 60 15965.908409824542 0.8845844268798828
39 60 16028.408409824542 0.688547670841217
39 60 16122.158409824542 0.897078812122345
39 60 16334.658409824542 0.7417346835136414
39 60 17790.908409824544 0.9772321581840515
39 60 18365.908409824544 1.1361650228500366
40 41 17099.87849538075 0.9717453718185425
40 41 17264.09171995886 1.52104914188385
40 42 16080.99798900176 1.045634150505066
40 42 16264.362841523965 0.6590643525123596
40 43 15359.209661131254 0.5208168029785156
40 43 15709.965474835568 0.5681076645851135
40 43 15795.110657151246 1.0009187459945679
40 43 16063.860657151246 1.9680817127227783
40 43 16838.860657151246 0.8795031905174255
40 43 17370.110657151246 0.9726297855377197
40 44 15480.643329445618 1.0752854347229004
40 44 15575.650555864147 0.4772333800792694
40 44 15682.325336404256 1.309996485710144
40 44 15934.495593400332 1.1268283128738403
40 44 16246.995593400332 1.152045726776123
40 44 16365.745593400332 0.9187469482421875
40 44 16534.49559340033 1.3848260641098022
40 44 16671.99559340033 1.1499457359313965
40 45 15214.551622730798 1.193057894706726
40 45 15455.415291550584 0.873062789440155
40 45 15552.927572699078 0.8656171560287476
40 45 15586.265104715672 0.3625175356864929
40 45 15728.191465972268 1.2627811431884766
40 45 15859.441465972268 3.9521679878234863
40 45 15965.691465972268 0.651544451713562
40 45 16096.941465972268 1.9581681489944458
40 45 16178.191465972268 1.5427112579345703
40 45 17321.941465972268 1.044424295425415
40 46 15069.381970111259 1.1715302467346191
40 46 15096.044351117722 0.1645362228155136
40 46 15145.203116098353 1.6994349956512451
40 46 15300.17820569835 0.8158466219902039
40 46 15320.174991453197 1.3022370338439941
40 46 15335.172580769333 0.1230948194861412
40 46 15428.490914291897 1.056696891784668
40 46 15440.155705982224 0.30300354957580566
40 46 15456.819694111264 1.236155390739441
40 46 15497.734694480343 1.3549562692642212
40 46 15635.234694480343 2.5595786571502686
40 46 15828.984694480343 1.7670799493789673
40 46 15897.734694480343 0.7018675208091736
40 46 16060.234694480343 1.1233904361724854
40 46 16172.734694480343 1.825695276260376
40 46 16478.984694480343 0.600244402885437
40 46 16628.984694480343 1.3624484539031982
40 46 17910.234694480343 1.0939401388168335
40 46 24323.65967938915 1.178656816482544
40 47 15082.345315060475 1.0939072370529175
40 47 15190.674461224453 1.0719407796859741
40 47 15218.173398327594 2.134308099746704
40 47 15241.505829809046 0.9350637197494507
40 47 15364.834396211158 1.178882360458374
40 47 15425.665378287851 0.7866977453231812
40 47 15615.370569129644 1.3803614377975464
40 47 15677.870569129644 2.534536838531494
40 47 15746.620569129644 2.0499207973480225
40 47 15840.370569129644 2.505758285522461
40 47 15921.620569129644 0.7508728504180908
40 47 15971.620569129644 2.2466862201690674
40 47 16021.620569129644 0.8818542957305908
40 47 16602.87056912964 2.3882250785827637
40 47 17140.37056912964 0.607323169708252
40 47 17215.37056912964 1.3127591609954834
40 47 17465.37056912964 3.3918051719665527
40 47 25104.07855710228 0.7256476879119873
40 48 14961.582764510717 1.1639176607131958
40 48 15040.728920622456 0.6984870433807373
40 48 15110.71078497389 0.8238161206245422
40 48 15176.527062161547 0.8241821527481079
40 48 15200.687467711468 0.2851893901824951
40 48 15318.990143162684 1.688773512840271
40 48 15341.484313847093 1.2317010164260864
40 48 15422.859153021498 1.3354650735855103
40 48 15491.609153021498 2.1405646800994873
40 48 15572.859153021498 1.6374857425689697
40 48 15647.859153021498 1.8779432773590088
40 48 15697.859153021498 0.9289486408233643
40 48 15797.859153021498 0.6455015540122986
40 48 15866.609153021498 2.6471643447875977
40 48 15966.609153021498 1.4602347612380981
40 48 16097.859153021498 1.1778727769851685
40 48 16172.859153021498 1.8847594261169434
40 48 16260.359153021498 1.4770773649215698
40 48 16929.109153021498 0.9152902960777283
40 48 17035.359153021498 1.7171777486801147
40 48 17666.609153021498 0.587309718132019
40 48 22297.9168899892 0.3665459156036377
40 48 23248.348844010754 0.7479963898658752
40 48 25979.598844010754 0.7745084166526794
40 49 15040.61897115772 0.5737332105636597
40 49 15076.45550522184 0.27381497621536255
40 49 15084.789582911164 1.954471468925476
40 49 15098.957514983014 0.25375398993492126
40 49 15234.802981319093 0.21224276721477509
40 49 15252.304544466673 0.6340003609657288
40 49 15265.639068769591 1.4714645147323608
40 49 15285.640855223968 1.3936011791229248
40 49 15328.978059208452 1.4962981939315796
40 49 15353.14688450749 0.187699094414711
40 49 15382.316156420124 1.3838331699371338
40 49 15408.151797257027 0.18984808027744293
40 49 15418.152690484216 1.890365481376648
40 49 15427.320175942472 0.1944722682237625
40 49 15463.054526150854 2.3098337650299072
40 49 15538.054526150854 2.759765863418579
40 49 15631.804526150854 2.462237596511841
40 49 15713.054526150854 1.3161145448684692
40 49 15813.054526150854 1.5362285375595093
40 49 15900.554526150854 1.2452658414840698
40 49 15988.054526150854 1.8161495923995972
40 49 16094.304526150854 1.6957671642303467
40 49 16169.304526150854 0.8915422558784485
40 49 16238.054526150854 1.355436086654663
40 49 16331.804526150854 2.613685369491577
40 49 16481.804526150852 2.1345906257629395
40 49 16763.054526150852 2.3052256107330322
40 49 16863.054526150852 1.5654217004776
40 49 16956.804526150852 1.4015194177627563
40 49 17488.054526150852 10.150365829467773
40 49 17575.554526150852 1.5220502614974976
40 49 18419.304526150852 0.9491937756538391
40 49 20288.054526150852 1.4267158508300781
40 49 24833.273081248808 0.5470531582832336
40 50 15072.438850644054 1.5032556056976318
40 50 15116.593594498496 0.4409335255622864
40 50 15124.92467824462 1.055465817451477
40 50 15134.92197873997 0.47338950634002686
40 50 15145.752387609933 1.0771450996398926
40 50 15165.746988600633 0.9565451741218567
40 50 15194.072673337458 0.2990202009677887
40 50 15203.236865458195 0.6980541944503784
40 50 15218.23281620122 0.8050694465637207
40 50 15243.226067439595 1.007890224456787
40 50 15279.049727547932 0.29244446754455566
40 50 15289.047028043282 0.280335396528244
40 50 15296.545003414794 0.6537783145904541
40 50 15303.209870411694 1.814021110534668
40 50 15314.040279281657 0.43877696990966797
40 50 15335.701097021582 1.17434823513031
40 50 15354.862589637669 0.9151214957237244
40 50 15379.022732501431 0.2522497773170471
40 50 15404.849092114304 0.16079765558242798
40 50 15415.679500984266 1.4734920263290405
40 50 15429.009234978066 0.1860961616039276
40 50 15445.671402470316 1.0732048749923706
40 50 15460.66735321334 0.37221822142601013
40 50 15470.66465370869 1.7432745695114136
40 50 15480.66195420404 0.8249256014823914
40 50 15521.34977525841 2.368858814239502
40 50 15577.59977525841 4.783687114715576
40 50 15627.59977525841 1.6151890754699707
40 50 15677.59977525841 2.571432590484619
40 50 15746.34977525841 1.0342036485671997
40 50 15796.34977525841 1.5651180744171143
40 50 15858.84977525841 1.435644268989563
40 50 15915.09977525841 2.7718207836151123
40 50 15965.09977525841 0.9096311330795288
40 50 16021.34977525841 1.8792392015457153
40 50 16102.59977525841 2.7908670902252197
40 50 16183.84977525841 0.8684144020080566
40 50 16302.59977525841 2.0312914848327637
40 50 16433.849775258408 1.0720583200454712
40 50 16696.349775258408 2.4994614124298096
40 50 17052.599775258408 1.4943040609359741
40 50 17258.849775258408 2.097745656967163
40 50 18577.599775258408 1.2927911281585693
40 50 18902.599775258408 1.2210900783538818
40 50 19640.099775258408 0.6315250396728516
40 50 22228.21683144616 0.2616293430328369
40 50 23028.373538259373 0.6140531301498413
40 50 23647.123538259373 1.333055853843689
40 50 23859.623538259373 11.43015193939209
40 50 23947.123538259373 1.2606784105300903
40 53 15119.873192623389 0.6894205808639526
40 53 15274.02758829767 1.4578351974487305
40 53 15294.025996385155 1.5905647277832031
40 53 15357.354288662122 0.15913373231887817
40 53 15376.519429745962 0.34140974283218384
40 53 15385.68536678606 1.08717942237854
40 53 15397.351104837093 0.417698472738266
40 53 15419.849313935514 0.896697998046875
40 53 15429.848517979257 0.1833505928516388
40 53 15476.511470183317 1.3954625129699707
40 53 15504.842548307255 0.11360940337181091
40 53 15528.509203848509 3.628061056137085
40 53 15584.759203848509 4.525366306304932
40 53 15647.259203848509 3.254300117492676
40 53 15753.509203848509 4.1106181144714355
40 53 15866.009203848509 1.887796401977539
40 53 15941.009203848509 1.6254547834396362
40 53 16034.759203848509 2.750091075897217
40 53 16272.259203848509 1.1361303329467773
40 53 16328.509203848509 2.4077067375183105
40 53 16434.75920384851 2.2458889484405518
40 53 16722.25920384851 1.106245517730713
40 53 17034.75920384851 1.1444884538650513
40 53 17103.50920384851 0.6933463215827942
40 53 17366.00920384851 1.3057054281234741
40 53 18578.50920384851 0.8885018229484558
40 53 22886.376331756717 0.9027321934700012
40 53 22894.71092587525 7.868732452392578
40 53 22908.046276464902 0.8698177337646484
40 53 22927.215842937527 0.22677922248840332
40 53 24872.919236836104 4.6200175285339355
40 53 27304.169236836104 0.7876291275024414
40 54 15027.277483670496 1.6116527318954468
40 54 15087.285244459898 0.7101999521255493
40 54 15099.78686129102 0.14447568356990814
40 54 15112.288478122144 0.579507052898407
40 54 15136.458270662315 0.3494172990322113
40 54 15170.629356667385 0.6767330765724182
40 54 15203.133560428305 0.8761595487594604
40 54 15221.469265113952 0.13845199346542358
40 54 15318.981876396752 1.138874888420105
40 54 15345.651992303148 1.6243746280670166
40 54 15400.659106360103 2.3790078163146973
40 54 15498.256635627728 3.3374409675598145
40 54 15592.006635627728 1.8370367288589478
40 54 15698.256635627728 3.7410662174224854
40 54 15829.506635627728 2.4603543281555176
40 54 15923.256635627728 3.240907907485962
40 54 15998.256635627728 1.3525722026824951
40 54 16092.006635627728 2.1346025466918945
40 54 16173.256635627728 1.0549776554107666
40 54 16373.256635627728 1.086344838142395
40 54 16517.006635627728 2.0322892665863037
40 54 16698.256635627728 2.164077043533325
40 54 16848.256635627728 1.1932718753814697
40 54 16954.506635627728 1.5100362300872803
40 54 17279.506635627728 0.9224736094474792
40 54 17423.256635627728 1.2972452640533447
40 54 17779.506635627728 0.8426375985145569
40 54 18385.756635627728 1.0635336637496948
40 54 22052.99578161949 1.3001344203948975
40 55 15061.034066973334 0.25414541363716125
40 55 15069.366606790572 1.7690616846084595
40 55 15081.032162534706 0.23680458962917328
40 55 15115.195575785383 1.1277512311935425
40 55 15136.026925328479 1.3700428009033203
40 55 15171.856846542603 0.777976393699646
40 55 15188.52192617708 1.1527378559112549
40 55 15216.019307573966 0.9127594828605652
40 55 15229.351371281547 1.8752402067184448
40 55 15236.017403135338 0.3115920126438141
40 55 15256.848752678434 0.12311629205942154
40 55 15341.0074048324 0.9439164400100708
40 55 15354.339468539982 0.12000340968370438
40 55 15465.86993305958 0.08062291145324707
40 55 15478.36993305958 1.2816457748413086
40 55 15553.36993305958 2.1183958053588867
40 55 15659.61993305958 2.850330114364624
40 55 15740.86993305958 3.0493156909942627
40 55 15797.11993305958 1.3905774354934692
40 55 15865.86993305958 2.2005228996276855
40 55 15953.36993305958 1.503726840019226
40 55 16090.86993305958 1.2297483682632446
40 55 16290.86993305958 0.6267207860946655
40 55 16465.869933059577 1.0664862394332886
40 55 16584.619933059577 1.1962834596633911
40 55 16715.869933059577 2.164360523223877
40 55 17015.869933059577 1.1057697534561157
40 55 17184.619933059577 0.678923487663269
40 55 17240.869933059577 1.861885905265808
40 55 17503.369933059577 0.9275823831558228
40 55 17653.369933059577 1.2469309568405151
40 55 18340.869933059577 1.2646102905273438
40 55 18665.869933059577 0.9519453644752502
40 56 14911.01085014255 1.1181440353393555
40 56 14954.344690438062 0.21069180965423584
40 56 14963.51129364338 1.2680844068527222
40 56 14974.344551976938 0.1702776700258255
40 56 14986.844465438735 2.6618666648864746
40 56 14995.177741079933 0.24339395761489868
40 56 15006.84432697761 0.9140490889549255
40 56 15035.177464157685 0.19258399307727814
40 56 15055.17732569656 0.46608513593673706
40 56 15091.010410953713 1.08154296875
40 56 15128.510151339127 0.8576861023902893
40 56 15161.84325390392 1.0974066257476807
40 56 15175.176494929838 0.20376017689704895
40 56 15194.343028904594 0.1490221619606018
40 56 15254.34261352124 0.8959808349609375
40 56 15267.675854547157 1.2570675611495972
40 56 15278.509112880714 0.23173372447490692
40 56 15292.675681470751 0.3875690996646881
40 56 15304.76085014255 2.3508663177490234
40 56 15336.01085014255 2.9837896823883057
40 56 15392.26085014255 1.4650697708129883
40 56 15448.51085014255 3.6845810413360596
40 56 15492.26085014255 1.2179677486419678
40 56 15567.26085014255 4.219758033752441
40 56 15648.51085014255 6.1591057777404785
40 56 15704.76085014255 2.7311930656433105
40 56 15786.01085014255 5.652977466583252
40 56 15854.76085014255 1.890276312828064
40 56 15961.01085014255 0.7954186201095581
40 56 16042.26085014255 1.6166642904281616
40 56 16192.26085014255 1.58979332447052
40 56 16379.76085014255 1.5420396327972412
40 56 16486.01085014255 2.308265209197998
40 56 16629.76085014255 2.0356619358062744
40 56 16829.76085014255 0.8134379386901855
40 56 16886.01085014255 2.3722128868103027
40 56 16948.51085014255 0.8111843466758728
40 56 17292.26085014255 0.7903690338134766
40 56 18948.51085014255 1.183158278465271
40 56 21705.709872405525 0.7023695111274719
40 56 22437.365920137476 1.2789804935455322
